date,text,id,label/0,label/1,label/2,label/3,label/4,label/5,label/6,label/7,label/8,label/9,label/10,label/11,label/12,label/13,label/14,label/15,label/16,label/17,label/18,label_name/0,label_name/1,label_name/2,label_name/3,label_name/4,label_name/5
2019-09-08,"Another twinbill split for {@Down East Wood Ducks@} , setting up a decisive Game 5 against Fayetteville Sunday afternoon.  Winner advances, loser calls it a season.",1170546965953884200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"Great wins yesterday for {{USERNAME}} 1s stay up, and 2s goes to last game of season. Great to see Callum Bennett with an impressive 65not out to see us home especially being 23-4. Youth stepping up!! #earlswoodcc #cricket ",1170576010120769500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Refreshing twitter so hard right now on the gopher game.   #atawedding {{USERNAME}},1170576490452459500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,RagingGirlGamer {{USERNAME}} now featured on #BinxTV. Visit their #Twitch #stream to earn #BinxCoins and for a chance to win a #free #steam #game! {{URL}},1170576762410946600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gaming,,,,,
2019-09-08,So {@AB@} is just the latest victim of the madden curse. If you’re on the cover of that game your career will take a turn for the worse,1170576772536131600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-08,Game was there to be won and {@Cronulla Sharks@} had a better handle on what was needed. {@Wests Tigers@} handling/completion not good enough to win an {@NRL@} match let alone play finals. I just hope we can build on this season and under Maguire I believe that s possible #NRLTigersSharks,1170576842052591600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"I’m just heart broken. A month ago I accepted we wore out on the finals, but here we are again last game at home and a terrible 2nd half has disappointed all the fans again. #NRLTigersSharks {{USERNAME}} ",1170576938122875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"The #Dbacks, marked by mediocrity for four months, are hotter than any team in the game right now. In tonight s  emergency  episode, {{USERNAME}} answers many of your questions and poses a few new ones. Tune in here: {{URL}} ",1170577365467984000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Wondering if {@Big Cat@} stayed up for the Washington/Cal game? #Pac12InTheDark,1170605992406438000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Tuber simulator is the only good mobile game ok {{USERNAME}},1170606539121426400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gaming,,,,,
2019-09-08,Game day for {{USERNAME}} U18’s against {{USERNAME}} U18’s. Even though it’s a ‘home’ game for the people that have settled in Mid Wales it’s still a 4 hour round trip for us up to Colwyn Bay. Still enjoy it though!,1170606779568464000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"⚽️ This afternoon we have our first League game of the season ⚽️   Sunday 8th September 2019.  ⚽️ {{USERNAME}} Vs {{USERNAME}}  SWRWFL - Northern Division   The Field, Almondsbury, Bristol, BS32 4AA.   2PM   #WeAreBoco #comeandshowyoursupport",1170607436924952600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,⚽️Pre-Season Fixture⚽️ {{USERNAME}} Vs {{USERNAME}} Our third pre-season game this morning after a win last week against {{USERNAME}} hopefully we get another good pre-season result ahead of the new season and no silly mistakes as last week #COYB,1170607600611803100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Y’all leave {@50cent@} alone about that theme song. He done change the song back to the Joe version. ‍♀️ #power,1170636385214226400,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,celebrity_&_pop_culture,music,,,,
2019-09-08,{{USERNAME}} Steven i hope to catch a Fury game after.the College Baseball fall.season ends. I enjoyed watching you play last season and grandson Nate heaps much praise upon you.,1170636779239747600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"The prime minister takes his game of Brexit bluff to Dublin tomorrow, seemingly unconcerned that his mendacity is now visible to all writes {@Fintan O Toole@} - The vices that led Johnson to the top are useless when it comes to wielding power {{URL}} ",1170637030386274300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
2019-09-08,First game at {{USERNAME}} a 40-0 win over Black Swans. #fastandfree,1170637178642337800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"The Wellington Cowboys are back. For the first time since 1994 the Cowboys won the #Group11 first grade title. In a performance worthy of the occasion, the Cowboys downed minor premiers Dubbo CYMS to spark emotional celebrations. {{USERNAME}} {{USERNAME}} {{URL}} ",1170637424776470500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"Did you know?   In 2007 when the Guardian reported on {@WikiLeaks@} first big leak, they only mentioned their source, #WikiLeaks, once - in the 12th paragraph!   Read more: chapter two of my book is now online! And free! #WLhistory {{URL}} ",1170637850938765300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
2019-09-08,"Tunisia won their second Classification game, 86-84 against Angola. This means #Dtigers will have to win the Host China at the Classification game by 1pm today to get the ball running for {@Tokyo2020@} we Believe in you guys! {{USERNAME}} {{USERNAME}}  {@Colin NOT Collins@} {{USERNAME}} ",1170637889320968200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Might watch the {@Tennessee Titans@} game only to see the {@Cleveland Browns@} tho,1170666727845376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,OvidiuZ94 {{USERNAME}} #Steam #game #giveaway in 119 minutes.Visit their #Twitch #stream for a chance to win a random game {{URL}},1170666845419921400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gaming,,,,,
2019-09-08,Game finished 2-2    Goal scorer  @joshuamcisaac10,1170667173032923100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Enjoyed {@Mark Kermode@}  s review of IT CHAPTER TWO in {{USERNAME}} . But why no mention of screenwriter Gary Dauberman? #theresareasontheydontjustfilmthebook #noscriptnofilm #itstartsonthepage #creditscreenwriters,1170667273641746400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,arts_&_culture,film_tv_&_video,,,,
2019-09-08,Anyone else not able to play the Vandy@Purdue game via BTN+? {@Big Ten Network@} I’m currently paying for a streaming service that doesn’t stream the game I wish to see....,1170667410740920300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Game Day! Good luck to the {@Belfast Giants@} tonight in Augsburg. Wish I could be there #WeAreGiants,1170667625120182300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Enjoyed that game. Not the result I wanted but good all the same. Unlucky {@Adrian Lewis@} fought back well,1170667694099771400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Check out Smurfs Race to Smurf Village Game #PressmanToy {{URL}} via {{USERNAME}},1170668039538401300,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,gaming,other_hobbies,,,,
2019-09-08,"3-3 draw with {{USERNAME}} today in our opening game. Hugely disappointing result after leading 3-1 with 15 left and missing a number of chances to really kill the game off, but credit to GH who kept going and got a late equaliser. Plenty of positives to take from the game ",1170697683243282400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"T-33 days until #saveagainstfear2019  One of the sessions {{USERNAME}} ran at SAFe was #deadlands I joined in like usual, and was in a party with two of the people in his home game. We dealt with a train heist, and it was a blast. I was then invited to join their home game!",1170697740332019700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-08,Game Day!  Wish we could see {@LaAdrian Waddle@} suit up today.  Rest up and get better soon!!!! {{USERNAME}} Hope we can hear you cheering from WNY!!!!  #BringIt #GoBills,1170697822678802400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Game day!!! {@Ito Smith@} #NFL100 #InBrotherhood #RiseUp #AtlantaFalcons #NFLKickoff @ Mercedes-Benz Stadium {{URL}},1170697974697078800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Woke up this morning to my {@Georgia Bulldogs@} winning down in The Classic City and my {@Atlanta Braves@} stepping up to a 10 game lead! This makes my morning coffee even sweeter! #GoDawgs #Kirbstomp #DawgNation #ForEachOther #BravesTwitter #BravesCountry #ChopOn ❤️❤️❤️❤️,1170698058956517400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Baker Mayfield and OBJ arrive for Game 1 at FirstEnergy {{URL}} via {@fox8news@},1170728122729341000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,celebrity_&_pop_culture,sports,,,,
2019-09-08,Still time to get your bites of happyness before the game starts. We are doing a demo today at {{USERNAME}} Palm Beach Gardens. Come on by!!  #happylicious #bitesofhappyness #demoday #groceryshopping #palmbeachgardens… {{URL}},1170728233282809900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,food_&_dining,sports,,,,
2019-09-08,Great first game of your college career {@Spencer Rattler@} Looking forward to the season {@Oklahoma Football@} {@Oklahoma Sooners@},1170728295245262800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,. {@Asante Kotoko SC@} should have moved for this President s Cup game to be cancelled.   They shouldn t be risking their players safety when they have a continental assignment coming up.  Disgraceful.,1170728379290673200,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,fitness_&_health,news_&_social_concern,sports,,,
2019-09-08,The Game AI Show is live now - come listen to {@Luke Dicken@} deconstruct #GameAI and #GameDev! {{URL}},1170758295713239000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-08,. {{USERNAME}} We have a volunteer to make lawn signs for our campaign. I think it should look like the tee shirts. Mine is pictured below. She needs the original artwork to do this however. Is that a possibility?,1170758370434912300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,news_&_social_concern,,,,,
2019-09-08,I can’t believe the officiating let this game get completely away from them.  An utter disgrace by the {@NFL@} not holding the {@Jacksonville Jaguars@} accountable for anything at all.,1170758439930384400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,". {@Rice Football@} Week 2 is in the books.  | Rest of C-USA | {{URL}} | Next Up, Tom Stewart? | {{URL}} | Game Recap | {{URL}} #GoOwls #IntellectualBrutality",1170758566917156900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,100 photos from Women s 3-nations final game – in Salo. {{URL}} #floorball #salibandy {{USERNAME}} {{USERNAME}},1170758591818666000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,#flyeaglesfly {@Brian Dawkins@} The ENTIRE offseason plus camp to prepare for 1st game of the season. And we see this .... sad,1170758594268188700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,The {@Philadelphia Eagles@} looking flat in this 5th preseason game.,1170758620230893600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"I just woke up, and in case none of you saw my postgame column at 2:46 a.m., I ve got one stat for you: {@Washington Football@} in the red zone against Cal the past two seasons: 100% (5-for-5).  No, seriously: {{URL}} ",1170758676669354000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,". If he keeps it up,#Richardson is going to lose this game for the {@Cleveland Browns@} . 3 penalties in last 5 mins of play.",1170758678879887400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"Power out in the CBS production truck at the KC-JAX game, good for the chiefs? {{USERNAME}} ",1170788627028136000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,film_tv_&_video,news_&_social_concern,sports,,,
2019-09-08,"Sunday XI: 258-6 dec (Winslet 76, Mason 77*) - 35.5 overs  Drew with {{USERNAME}} Sunday XI: 130-9 - 45 overs  Final game of the season next Sunday vs {{USERNAME}} , all welcome up at the #HCG to see in the Autumn!",1170788695739424800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,The {@Development Academy@} should consider allowing one overage player per team per game. Just an idea I had coaching my first {@Development Academy@} games today with {{USERNAME}},1170788708385198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Massive WELL DONE to BSLFC Reserves today in their Friendly winning a smashing 15-0.  Goals and assists:  Stacey  @AbiRigler ⚽️⚽️⚽️ Sam ⚽️ Chelsea ⚽️⚽️ Rocket ⚽️ {{USERNAME}} ⚽️ Lauren ⚽️⚽️ Becky ⚽️⚽️ Doxa ⚽️ Kim ⚽️ Debs ⚽️ LEAGUE GAME NEXT WEEK {@Hampshire FA@},1170788768690970600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Enter for a chance to win an ALIENWARE S Remnant: From The Ashes Bundle Giveaway! {@Remnant From the Ashes@} #alienwaregiveaway {{URL}},1170818516196290600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,gaming,science_&_technology,,,,
2019-09-08,Game night is here. 8:00 @ Confed vs {{USERNAME}} #royalsrule #winning #groab,1170818570986479600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,I just really hope my {@Dallas Cowboys@} don’t let up. Don’t be like prior years and let teams back in it. Even if giants come out and score. Go right back down field and make it 2 score game again. {{USERNAME}} . #WeDemBoyz,1170818773974229000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,new tagging game :p  1. {{USERNAME}} 2. {{USERNAME}} 3. {{USERNAME}} 4. idk 5. {{USERNAME}} and {{USERNAME}} 6. {@larri@} 7. {{USERNAME}} 8. {{USERNAME}} 9. {{USERNAME}} 10. {{USERNAME}} reply with an emoji for the questions uwu,1170818877858754600,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,gaming,other_hobbies,,,,
2019-09-08,"Quick tweet about the result of the Brewers Cubs series/game today: It is September, so the expected outcome happened. {@Jon Lester@} ",1170819094825902000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,I like the {@NFL@} because I remember being a kid 35 years ago {@Larry Fitzgerald@} making incredible catches to save the game. {@Arizona Cardinals@},1170848812153409500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Watching LEC  “Who do you guys think will win today” Me- “cg 3-2 reverse sweep with Cody sun Quadra to close out game 5” @Frostynomadd - *confused tomato gif* Who’s on the right track now,1170848839911297000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Awesome win against {{USERNAME}} ‼️ Score: 1-0  Goal by Fresh. Triston Key⚽️  Very hard fought match against the colts! Great Game all around!  #GoCougs #BreakTheStreak,1170848863525245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,"“Brady v Roethlisberger, The Movie” Obviously Chris Pratt as Tom.  But I’m struggling with who plays Ben... {{USERNAME}} ?",1170848931191971800,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,celebrity_&_pop_culture,film_tv_&_video,sports,,,
2019-09-08,. {@saebyeolbe@} and cleaning up at Numbani in a playoff game  Name a more iconic duo.  #EverUpward #OWL2019,1170849166731501600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-08,Drinking game for #SNFonNBC tonight. Take a drink every time they talk about {@AB@} or show him on screen.,1170849271907803100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-09,I want {@Mason Rudolph@} to play (#GoPokes) but you can’t pull Ben because of one bad half in a game the {@Pittsburgh Steelers@} knew they would lose. #steelersvspatriots,1170879206672277500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-09,St. Margaret s  09/09/19 {{USERNAME}} :00pm Game 3 vs. Canon Mac Forwards 1.Wilpula-Migliozzi-Felsing 2.Defillip-Robb-Gollob 3.Cavanaugh-Freeman-A.Schalt 4.Paul-Cessna-Lutz Defense 1.Geregach-Strilka 2.Casperson-Muha 3.Molka-Zulka Goalies 1.Reinholt 2.O Malley,1170908485925712000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-09,Antonio Brown was expected to play a major role in the {@Las Vegas Raiders@} offense this year. But Jon Gruden says the Raiders did not plan to “throw the ball to one guy every play.” {@Matt Kawahara@} looks at Monday night s game against the {@Denver Broncos@} . {{URL}},1170909229693251600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-09,I have a hunch (and some circumstantial evidence) that {@NFL Officiating@} was allegedly attempting to sway the #TitansvsBrowns game yesterday. The NFL is entering some sketchy territory. I’ve got my  on you. More to come.,1170939533510303700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-09,[Sep 9] Softbank Hawks vs Lotte Marines game highlights from Yahoo Dome {{URL}} via {@com TV@} #npb,1171060139874373600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-09,The biggest mismatch in tonight’s #DENvsOAK game?   My thoughts for {@The Action Network@} game analysis {{URL}},1171090606271225900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-09,Ravens vs Dolphins Post Game Breakdown {{URL}} via {{USERNAME}},1171120616948338700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-09,"The {@Celeste boo@} devs truly outdid themselves with Chapter 9, and I do not regret a single second playing it. What an amazing experience the whole game was, even.",1171150406497525800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-09,Updating the scoreboard since 2014: {@Alabama Football@} 12 non-conference September home games. Night games: 1  LSU: 12 non-conference September home games. Night games: 12.*   *LSU’s 2015 game vs. McNeese State (6:30 p.m. kickoff scheduled) was cancelled due to weather.,1171150440488165400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-09,Final 1-1 for JV {{USERNAME}} vs the {{USERNAME}} .  Good game girls!,1171181343918743600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-10,Grooming for {@G Eazy@} // Halftime Performance for the Raiders game & the Saints game // BTS pics x {{USERNAME}} // styling x {{USERNAME}} // stunt driving x {{USERNAME}} // genesishalftimeshow espn {{URL}},1171241629379960800,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,celebrity_&_pop_culture,gaming,music,sports,,
2019-09-10,Super game - {@New Orleans Saints@} win in a thriller #SaintsGameday #TexansvsSaints,1171270696246419500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-10,"Another #MNF game, another insightful call by the analysts.  An end-of-half field goal attempt increases the {@Denver Broncos@}   Game-Winning Chance (GWC) by about 1%.   Keep up the good work, {@Brian Griese@} , {@Louis Riddick@} , and {@Steve Levy@} !  #DENvsOAK",1171270956574265300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-10,Soccer: Girls Varsity Game Westford Academy vs Wayland High School @ Westford Academy Trustees Field {{USERNAME}} {{USERNAME}} #DCL #girls #soccer {{URL}},1171271253388353500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-10,#fix2K20 hire more devs for NBA 2K why every year we get a beta for a game why is a 5 star game company putting out such trash every year {{USERNAME}},1171271576421109800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-10,Boom it s Game Day - Varsity Boys & Girls Soccer at The Ditch vs Pick North. Game times - Girls 5:30 / Boys 7:15 #pawsitivity #TigersSoccer {{USERNAME}} {{USERNAME}} {{USERNAME}},1171391367823724500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-10,"A great read from {@Brian Hoxsey@} (with some great pics from {{USERNAME}} to boot!) on {@Michael Hermosillo@} ‘s season to this point, his two-hit game Sunday vs the {@Chicago White Sox@} and his goals for the rest of the season and beyond with the {@Los Angeles Angels@} ... {{URL}} ",1171422211816775700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,news_&_social_concern,sports,,,,
2019-09-10,I know it s a HUUUGE long shot but seeing how we have {@Capcom USA@} and {@SNK GLOBAL@} in the same game can we get some #CapcomVsSNK2 songs with Terry...if y all give us  True Love we re Making  I ll prolly never hear a different song in that game again #SmashBros,1171452842281853000,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,celebrity_&_pop_culture,gaming,music,sports,,
2019-09-10,I have three game previews this week for {@Athlon Sports@} .  #PennState vs #Pitt  #MichiganState vs #ArizonaState #Purdue vs #TCU  Some good stuff here.,1171573183784378400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-11,Girard Indians vs John F Kennedy Eagles {{USERNAME}} {{URL}} #HSBOH_W3R13,1171754013966184400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-11,New podcast is out! {{USERNAME}} and {{USERNAME}} break down the Dolphins game more and talk about the Cardinals. {{USERNAME}} calls in for “Crawford’s Chronicles” {{URL}},1171935498341900300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,,
2019-09-11,Friday’s game vs {{USERNAME}} airs live on the TEN Network at 7 exclusively on {{URL}} Catch the special encore presentation Saturday at 8 PM on 920 W.O.N: The Apple {{URL}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}},1171936161553682400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
2019-09-12,"Check out Olathe North  vs Lawrence Free State  Game Highlights - Sept. 10, 2019 by Olathe North High School - Varsity Volleyball on {@Hudl@} {{URL}} #hudl",1172177965007999000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,,
