date,text,id,label/0,label/1,label/2,label/3,label/4,label/5,label/6,label/7,label/8,label/9,label/10,label/11,label/12,label/13,label/14,label/15,label/16,label/17,label/18,label_name/0,label_name/1,label_name/2,label_name/3,label_name/4
2020-09-13,First half photos by {@Dirk Shadd@} from Tampa Bay Bucs season opener at the Saints {{URL}},1305263887999266800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-13,"San Francisco Giants OF Alex Dickerson had a long weekend, cleared to play after positive test.  by {@Janie McCauley@} {{URL}} ",1305264771688788000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,news_&_social_concern,sports,,,
2020-09-13,i m so pumped to watch {@CeeDee Lamb@} play with the Cowboys,1305291247859519500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-13,Watch {@Rodney Howard Browne@}  s broadcast: The Gift of Faith - Part 2 - the Main Event at the River at Tampa Bay | Day 100 {{URL}},1305291275705360400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,learning_&_educational,sports,,,
2020-09-13,"NBA: Lakers overwhelm Rockets, advance to conference finals {{URL}} via {@ABS CBN News@} ",1305291898714648600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-13,Check out 1958 Topps Baseball Card TCG #263 Eddie Bressoud San Francisco Giants VG #sfgiants {{URL}} via {{USERNAME}},1305294144114315300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,other_hobbies,sports,,,
2020-09-15,"2020 started with #GoStars beating the #Preds in the Winter Classic, and now we get to watch as Corey Perry gets a step closer to raising the Stanley Cup.  So thank you 2020 for a REAL DOPE year.    Also Stats! {{USERNAME}} {{USERNAME}} • {{USERNAME}} {{URL}} ",1305715604704448500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-17,"Saints defense was dinged for 4 missed tackles in Week 1, tying the Texans and Colts for the 6th fewest in the NFL  Saints defense credited with 8 pressures (3 sacks), a pressure rate of 20%. Ties Rams for 14th worst in Week 1  per {@ProFootballReference@} ",1306651779837440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-19,Yo skip {@Skip Bayless@} stop talking man talk about the cowboys or tump you trynna jinx the lakers {@LeBron James@} won’t let it happen tell himmm {@shannon sharpe@},1307163081307574300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-19," I m really happy for the boys. It was about them this week, not me.  Cringila s Paul Michlmayr has enjoyed a perfect start to his {{USERNAME}} Premier League coaching career, as the Lions secured a 5-3 victory over {{USERNAME}} tonight. Story: {@Josh Bartlett@} {{URL}} ",1307276227644850200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-19,Tampa Bay s Jon Cooper against Dallas  Rick Bowness is the 1st Stanley Cup Final in NHL history to feature a coach facing a former assistant. {@Stephen Whyno@} {{URL}},1307280815441707000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-19,Playing on Satelite with the boys yesterday and {{USERNAME}} goes  It s supposed to be the Cold War and there s no snow,1307462948084838400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gaming,,,,
2020-09-19,Stanley Cup Final Game 1 Live Blog: Lightning vs. Stars Sent with {@NHL@} {{URL}},1307467537509232600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-20,New Video: {{USERNAME}} releases the visual for the Vitto_Himself produced track  Tap Dancing  featuring Illy Fontaine. {{URL}},1307496531302457300,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,film_tv_&_video,music,,,
2020-09-20,iOS 14 literally gave me the keys to ignoring unwanted calls and carrying on as if nothing happened. Thank you {@Apple@},1307497546038890500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,science_&_technology,,,,
2020-09-20,The  and the {@Dallas Stars@} will win game 1 of the Stanley Cup final!!  Let’s go boys!,1307499179703505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-20,so {@Elizabeth Gillies@} what does your IOS 14 phone look like?,1307527696528937000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,science_&_technology,,,,
2020-09-20,I entered this {@SuperM@} #sweepstakes on #tunespeak. Follow the link below to enter & help me win. {{URL}},1307527727503667200,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,diaries_&_daily_life,other_hobbies,,,
2020-09-20,I don t I will be so active for the next few hours since me friend is coming over so yea spam me here person who spams the most gets a prize :) {{USERNAME}} spam me in dms that I have to give u da prize is am ty :),1307558672462016500,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,diaries_&_daily_life,other_hobbies,,,
2020-09-20,"I listen to The Line x {@dvsn@} like I’ve never heard it, EVERYTIME .",1307559880790687700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,,,
2020-09-20,"Please help us, Expat Properties of Bangalore {{USERNAME}} #Scam #Fraud have cheated thousands of investors total worth crores. #BigExpatScam. I have invested 7.25 lakhs in 2013 and no reply from Expat. I registered my grievance online with docket no: 2230713. Help {@Ravi Shankar Prasad@} ",1307588416742199300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business_&_entrepreneurs,,,,
2020-09-20,"Bring back the boy {@Ronald Koeman@} .Assure him first team starts and see wonders,the boy is better than any of our current midfielders...",1307616966857891800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-20,Nice project developed by Swapneel Redkar. {{USERNAME}} See the link  {{URL}},1307617171837599700,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,business_&_entrepreneurs,other_hobbies,,,
2020-09-20,#Glamberts {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} New Video coming later.....,1307619626482688000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,other_hobbies,,,,
2020-09-20,U13 track and field group back in this morning also nice to have Kobey popping in with his dad to get an extra bit of work in! ⚽️ {{USERNAME}} {@South Shields FC@} {{URL}},1307648680162402300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-20,I just took a few hours break from the internet and now I am missing a lot of stuff I didnt even know jk went live    Ahhh {@BTS_twt@} army struggles,1307648728954593300,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,celebrity_&_pop_culture,news_&_social_concern,,,
2020-09-20,#bhafc {@Brighton Hove Albion@} no commentary on the app or website today?,1307679635216490500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-20,Earning gift cards for selling my stuff on {@Listia@} ! Join me using code  BBDBPG  for an extra 250 PTS. I just listed this: LARGE KANSAS CITY LOGO MAGNET (PLEASE READ DESCRIPTION) {{URL}},1307680273337811000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business_&_entrepreneurs,,,,
2020-09-20,"Hi {{USERNAME}} , we are currently conducting some research around the food stall business in the UK and would love it if you were able to spare a few minutes to complete the survey in the link below, would be great to have your input!!   {{URL}} ",1307710857086939100,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,business_&_entrepreneurs,food_&_dining,,,
2020-09-20," I started meditation and began to focus on some of the fun things I could do to prep for the baby. I felt myself coming back to normal, and saw it was helping me be more productive during the day too.  Congrats, {{USERNAME}}  #meditation {{URL}} ",1307740722255200300,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,business_&_entrepreneurs,fitness_&_health,,,
2020-09-20,Stanley Cup Final: The Tampa Bay Lightning Must Regroup Following Game 1 Loss to the Dallas Stars .... by {{USERNAME}} {{URL}},1307740783919931400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gaming,sports,,,
2020-09-20,COVID study by Harvard Medical School & others. We only need 320 more people to get an estimate for St. Louis County. Please help by taking 1 min/day to report how you feel. CC: {{USERNAME}} {@Rep Jennifer Schultz@} {@Liz Olson@} {{USERNAME}} Download the app: {{URL}},1307770148955345000,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,fitness_&_health,learning_&_educational,news_&_social_concern,science_&_technology,
2020-09-20,A new video by {{USERNAME}} {{USERNAME}} The Rational National: Biden s Town Hall: How Did He Do? {{URL}},1307770542246764500,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,celebrity_&_pop_culture,film_tv_&_video,news_&_social_concern,,
2020-09-20,A new video by {@Lee Camp Redacted@} Moment Of Clarity with Lee Camp: 5 Hidden Facts About Ruth Bader Ginsburg & The Supreme Court (Moment of Clarity) {{URL}},1307771321271685000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,film_tv_&_video,news_&_social_concern,,,
2020-09-20,#NowPlaying  I Was Never Here (Remix) - {{USERNAME}} #MICCratesRadio   Download the app. @ {{URL}} Submit your music today!,1307800470623264800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,,,
2020-09-20,The iOS 14 Privacy and Security Features You Should Know #secureyourphone #privacy #bigbro {{URL}} via {@WIRED@},1307800734985908200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,science_&_technology,,,,
2020-09-24,Rooting for the Dallas Stars in the Stanley Cup finals for my boy {{USERNAME}} !,1309100012304035800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-25,I know I missed #tbt....but this  is throw back to the last time the Lightning were in the Stanley Cup! Later won it {@Tampa Bay Lightning@} #gobolts {{USERNAME}} {{URL}},1309642043698933800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-27,"9:07 3Q | #Baylor 31, #Kansas 7  John Lovett off tackle from 7 and the Bears are rolling #Big12FB {{USERNAME}} {{USERNAME}} ",1310034904487469000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-27,"Ha! Power just went out for the {@Los Angeles Angels@} @ {@Los Angeles Dodgers@} game. Yesterday, it was the fire alarm.",1310064076811194400,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,gaming,news_&_social_concern,sports,,
2020-09-27,Hats off to the Denver Nuggets {@Denver Nuggets@} for playing Great NBA basketball through series. You have earned your respect & put the league on notice that you are a force to be reckoned with.  #respect,1310065576031580200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,news_&_social_concern,sports,,,
2020-09-27,"#Atlanta activist spent $200G in Black Lives Matter donations on house, personal expenses: FBI. {{URL}} via {@Google News@} ",1310093478349635600,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,film_tv_&_video,news_&_social_concern,,,
2020-09-27,Yo no gas I m so happy Izzy & My Polish Brick House came mad correct in the fight bubble! Bout that action finally  #UFC253 #IzzyLikeThatFrFr {@Israel Adesanya@},1310093898870595600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sports,,,,
2020-09-27,"rap line shading the guys who broke their hearts & then, vocal line coming through slapping us with emotions in  Love sick girls . {@BLACKPINKOFFICIAL@} ",1310123721626128400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,music,,,,
2020-09-27,Public Trust Feature Film | The Fight for America’s Public Lands by {@Patagonia@} {{URL}},1310156226672590800,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,film_tv_&_video,news_&_social_concern,,,
2020-09-27,Hamilton being panished for his black lives matters {@Mercedes AMG PETRONAS F1 Team@} #RussianGP #F1,1310181335370264600,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,gaming,news_&_social_concern,,,
2020-09-27,The latest The Fire safety Daily! {{URL}} Thanks to {{USERNAME}} {{USERNAME}} #onpoli,1310181947914825700,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,diaries_&_daily_life,news_&_social_concern,,,
